Rank,Name,Team,ByeWeek,Age,Position,PositionRank,AverageDraftPositionPPR
509,Jordan Akins,CLE,10,32,TE,TE78,557
510,Tanner Conner,MIA,6,26,TE,TE79,558
511,Payne Durham,TB,11,23,TE,TE80,559
512,Deneric Prince,KC,6,24,RB,RB130,561
513,Trent Sherfield Sr.,MIN,6,28,WR,WR181,562
514,Kevin Harris,NE,14,23,RB,RB131,566
515,Tampa Bay Buccaneers,TB,11,null,DST,DST22,567
516,Skylar Thompson,MIA,6,26,QB,QB66,568
517,Xavier Hutchinson,HOU,14,24,WR,WR182,570
518,Lucas Krull,DEN,14,25,TE,TE81,572
519,Malik Cunningham,BAL,14,25,WR,WR183,574
520,Detroit Lions,DET,5,null,DST,DST23,575
521,Jordan Matthews,CAR,11,31,TE,TE82,576
522,Josh Whyle,TEN,5,24,TE,TE83,577
523,Kendric Pryor,CIN,12,26,WR,WR184,578
524,Jacksonville Jaguars,JAX,12,null,DST,DST24,579
525,Malik Davis,DAL,7,25,RB,RB132,580
526,Desmond Ridder,ARI,11,24,QB,QB67,581
527,Jalen Brooks,DAL,7,24,WR,WR185,582
528,Seattle Seahawks,SEA,10,null,DST,DST25,583
529,Los Angeles Chargers,LAC,5,null,DST,DST26,585
530,La'Mical Perine,PIT,9,26,RB,RB133,587
531,Nathan Peterman,NO,12,30,QB,QB68,588
532,Trey Lance,DAL,7,24,QB,QB69,589
533,Tyler Goodson,IND,14,23,RB,RB134,590
534,Atlanta Falcons,ATL,12,null,DST,DST27,593
535,Lance McCutcheon,NYJ,12,25,WR,WR186,594
536,Julius Chestnut,TEN,5,23,RB,RB135,595
537,Ray-Ray McCloud,ATL,12,27,WR,WR187,596
538,Los Angeles Rams,LAR,6,null,DST,DST28,598
539,Tyler Johnson,LAR,6,25,WR,WR188,601
540,Velus Jones Jr.,CHI,7,27,WR,WR189,603
541,Brandon Johnson,DEN,14,25,WR,WR190,605
542,Tennessee Titans,TEN,5,null,DST,DST29,606
543,Jalen Nailor,MIN,6,25,WR,WR191,607
544,Mitchell Trubisky,BUF,12,29,QB,QB70,608
545,Braxton Berrios,MIA,6,28,WR,WR192,610
546,Mike Strachan,CAR,11,26,WR,WR193,611
547,Steven Sims,HOU,14,27,WR,WR194,612
548,Washington Commanders,WAS,14,null,DST,DST30,613
549,Jake Tonges,SF,9,24,TE,TE84,615
550,Arizona Cardinals,ARI,11,null,DST,DST31,616
551,Tommy Devito,NYG,11,25,QB,QB71,617
552,Carolina Panthers,CAR,11,null,DST,DST32,618
553,Dalton Keene,HOU,14,25,TE,TE85,619
554,J.J. Taylor,HOU,14,26,RB,RB136,620
555,Zander Horvath,NO,12,25,FB,RB137,621
556,Damiere Byrd,WAS,14,31,WR,WR195,622
557,Chris Oladokun,KC,6,26,QB,QB72,623
558,Elijah Higgins,ARI,11,23,TE,TE86,630
559,Riley Patterson,JAX,12,25,K,K37,631
560,Raheem Blackshear,CAR,11,25,RB,RB138,633
561,Armani Rogers,WAS,14,26,TE,TE87,634
562,Grant Calcaterra,PHI,5,25,TE,TE88,635
563,Deven Thompkins,TB,11,24,WR,WR196,636
564,AJ Barner,SEA,10,22,TE,TE89,637
565,Jason Brownlee,NYJ,12,25,WR,WR197,638
566,Easton Stick,LAC,5,28,QB,QB73,640
567,Allen Robinson II,NYG,11,30,WR,WR198,641
568,Cooper Rush,DAL,7,30,QB,QB74,643
569,Chris Evans,CIN,12,26,RB,RB139,644
570,Andrew Beck,HOU,14,28,FB,RB140,646
571,David Moore,CAR,11,29,WR,WR199,647
572,Myles Gaskin,MIN,6,27,RB,RB141,648
573,C.J. Beathard,JAX,12,30,QB,QB75,649
574,Adam Trautman,DEN,14,27,TE,TE90,650
575,Michael Pratt,GB,10,22,QB,QB76,651
576,Chris Conley,SF,9,31,WR,WR200,652
577,Peyton Hendershot,DAL,7,25,TE,TE91,656
578,Jalen Guyton,LV,10,26,WR,WR201,657
579,Deon Jackson,NYG,11,25,RB,RB142,660
580,Harrison Bryant,LV,10,26,TE,TE92,662
581,Devaughn Vele,DEN,14,26,WR,WR202,664
582,Taylor Heinicke,ATL,12,31,QB,QB77,666
583,Terrace Marshall Jr.,CAR,11,23,WR,WR203,668
584,Keilan Robinson,JAX,12,24,RB,RB143,669
585,Bailey Zappe,NE,14,25,QB,QB78,671
586,Dareke Young,SEA,10,24,WR,WR204,672
587,Miles Boykin,NYG,11,27,WR,WR205,673
588,Devin Leary,BAL,14,24,QB,QB79,674
589,Hunter Luepke,DAL,7,24,RB,RB144,677
590,D.J. Montgomery,IND,14,27,WR,WR206,678
591,Sean Clifford,GB,10,25,QB,QB80,679
592,Cameron Latu,SF,9,24,TE,TE93,681
593,Tyson Bagent,CHI,7,23,QB,QB81,682
594,Kenny Yeboah,NYJ,12,25,TE,TE94,684
595,Carson Wentz,KC,6,31,QB,QB82,687
596,Stone Smartt,LAC,5,25,TE,TE95,688
597,Nick Muse,MIN,6,25,TE,TE96,689
598,Drew Ogletree,IND,14,25,TE,TE97,690
599,Ko Kieft,TB,11,26,TE,TE98,691
600,Montrell Washington,KC,6,25,WR,WR207,692
601,Kwamie Lassiter II,CIN,12,26,WR,WR208,693
602,Britain Covey,PHI,5,27,WR,WR209,695
603,Tay Martin,SF,9,26,WR,WR210,697
604,Samori Toure,GB,10,26,WR,WR211,698
605,Tyrion Davis-Price,PHI,5,23,RB,RB145,699
606,Tyler Badie,DEN,14,25,RB,RB146,700
607,Jashaun Corbin,NYG,11,23,RB,RB147,701
608,Connor Heyward,PIT,9,25,TE,TE99,703
609,Snoop Conner,DAL,7,23,RB,RB148,704
610,Danny Gray,SF,9,25,WR,WR212,706
611,James Mitchell,DET,5,23,TE,TE100,707
612,Malik Willis,TEN,5,25,QB,QB83,708
613,Charlie Kolar,BAL,14,25,TE,TE101,709
614,Erik Ezukanma,MIA,6,24,WR,WR213,710
615,Shane Zylstra,DET,5,27,TE,TE102,711
616,Adam Prentice,NO,12,27,FB,RB149,712
617,Tim Jones,JAX,12,26,WR,WR214,713
618,Shane Buechele,BUF,12,26,QB,QB84,714
619,DJ Turner,LV,10,27,WR,WR215,715
620,Jack Stoll,NYG,11,26,TE,TE103,716
621,Luke Farrell,JAX,12,26,TE,TE104,717
622,Simi Fehoko,LAC,5,26,WR,WR216,718
623,Avery Williams,ATL,12,25,RB,RB150,719
624,Racey McMath,DAL,7,24,WR,WR217,720
625,Jalen Camp,CAR,11,25,WR,WR218,721
626,Jake Funk,DET,5,26,RB,RB151,722
627,Ben Skowronek,HOU,14,26,WR,WR219,723
628,Dez Fitzpatrick,PIT,9,26,WR,WR220,727
629,Kene Nwangwu,MIN,6,26,RB,RB152,728
630,John Bates,WAS,14,26,TE,TE105,729
631,Jacob Harris,PHI,5,27,WR,WR221,731
632,Dee Eskridge,SEA,10,27,WR,WR222,732
633,Shi Smith,KC,6,25,WR,WR223,734
634,Tylan Wallace,BAL,14,25,WR,WR224,736
635,Sam Ehlinger,IND,14,25,QB,QB85,738
636,Austin Watkins Jr.,PHI,5,26,WR,WR225,740
637,Ihmir Smith-Marsette,CAR,11,24,WR,WR226,742
638,Tre' McKitty,BUF,12,25,TE,TE106,743
639,Jaret Patterson,LAC,5,24,RB,RB153,748
640,Quintin Morris,BUF,12,25,TE,TE107,749
641,Hunter Long,LAR,6,25,TE,TE108,750
642,Seth Williams,JAX,12,25,WR,WR227,751
643,Anthony Schwartz,MIA,6,23,WR,WR228,752
644,Gary Brightwell,NYG,11,25,RB,RB154,755
645,Kristian Wilkerson,LV,10,27,WR,WR229,757
646,Mason Kinsey,TEN,5,25,WR,WR230,758
647,Tyler Mabry,SEA,10,27,TE,TE109,759
648,Noah Togiai,PHI,5,26,TE,TE110,760
649,Easop Winston Jr.,SEA,10,27,WR,WR231,761
650,Giovanni Ricci,CLE,10,27,FB,RB155,763
651,Reggie Gilliam,BUF,12,26,FB,RB156,765
652,Tyler Davis,GB,10,27,TE,TE111,767
653,Lawrence Cager,NYG,11,26,TE,TE112,768
654,Tyler Huntley,CLE,10,26,QB,QB86,771
655,Charlie Woerner,ATL,12,26,TE,TE113,772
656,Darrynton Evans,BUF,12,25,RB,RB157,773
657,Josiah Deguara,JAX,12,27,TE,TE114,774
658,Tyrie Cleveland,IND,14,26,WR,WR232,775
659,Trishton Jackson,MIN,6,26,WR,WR233,776
660,JaMycal Hasty,NE,14,27,RB,RB158,777
661,Marquez Callaway,PIT,9,26,WR,WR234,778
662,Tony Jones,ARI,11,26,RB,RB159,779
663,Stephen Sullivan,CAR,11,27,TE,TE115,780
664,James Proche II,CLE,10,27,WR,WR235,782
665,James Robinson,NO,12,25,RB,RB160,784
666,Mitchell Wilcox,NE,14,27,TE,TE116,788
667,Ke'Shawn Vaughn,NE,14,27,RB,RB161,789
668,Collin Johnson,CHI,7,26,WR,WR236,792
669,Denzel Mims,PIT,9,26,WR,WR237,793
670,Albert Okwuegbunam Jr.,PHI,5,26,TE,TE117,794
671,Jake Fromm,WAS,14,25,QB,QB87,795
672,Jalen Reagor,NE,14,25,WR,WR238,796
673,Gunner Olszewski,NYG,11,27,WR,WR239,798
674,Tom Kennedy,DET,5,27,WR,WR240,799
675,Joey Slye,NE,14,28,K,K38,801
676,Ashton Dulin,IND,14,27,WR,WR241,802
677,Khari Blasingame,CHI,7,27,FB,RB162,804
678,Scotty Miller,PIT,9,26,WR,WR242,806
679,Malik Taylor,NYJ,12,28,WR,WR243,808
680,Juwann Winfree,IND,14,27,WR,WR244,809
681,David Sills,DEN,14,28,WR,WR245,814
682,Trayveon Williams,CIN,12,26,RB,RB163,816
683,Stanley Morgan Jr.,NO,12,27,WR,WR246,819
684,Tyree Jackson,NYG,11,26,TE,TE118,821
685,Brett Rypien,CHI,7,27,QB,QB88,822
686,Zach Gentry,LV,10,27,TE,TE119,824
687,Travis Homer,CHI,7,25,RB,RB164,825
688,Foster Moreau,NO,12,27,TE,TE120,827
689,Will Grier,PHI,5,29,QB,QB89,830
690,John Wolford,TB,11,28,QB,QB90,834
691,KhaDarel Hodge,ATL,12,29,WR,WR247,835
692,Cam Sims,CAR,11,28,WR,WR248,838
693,Equanimeous St. Brown,NO,12,27,WR,WR249,840
694,Ross Dwelley,ATL,12,29,TE,TE121,841
695,Greg Joseph,GB,10,29,K,K39,842
696,Tim Boyle,HOU,14,29,QB,QB91,843
697,Mike Boone,CAR,11,28,RB,RB165,845
698,Logan Woodside,CIN,12,29,QB,QB92,848
699,Kyle Allen,PIT,9,28,QB,QB93,849
700,Boston Scott,LAR,6,29,RB,RB166,850
701,Nick Bawden,NYJ,12,27,FB,RB167,851
702,Russell Gage,TB,11,28,WR,WR250,852
703,Tre'Quan Smith,DET,5,28,WR,WR251,854
704,Ian Thomas,CAR,11,27,TE,TE122,858
705,Nick Mullens,MIN,6,29,QB,QB94,864
706,Zach Pascal,ARI,11,29,WR,WR252,867
707,Jeremy McNichols,WAS,14,28,RB,RB168,869
708,Trent Taylor,SF,9,30,WR,WR253,870
709,Eric Saubert,SF,9,30,TE,TE123,872
710,Mo Alie-Cox,IND,14,30,TE,TE124,876
711,C.J. Ham,MIN,6,30,FB,RB169,877
712,Jeff Driskel,WAS,14,31,QB,QB95,881
713,Brandon Allen,SF,9,31,QB,QB96,882
714,Nate Sudfeld,DET,5,30,QB,QB97,883
715,Nick Vannett,TEN,5,31,TE,TE125,886
716,Chris Manhertz,NYG,11,32,TE,TE126,892
717,Eric Tomlinson,IND,14,32,TE,TE127,894
718,Josh Johnson,BAL,14,38,QB,QB98,896
719,C.J. Uzomah,PHI,5,31,TE,TE128,901
720,MyCole Pruitt,PIT,9,32,TE,TE129,902
721,Phillip Dorsett,DEN,14,31,WR,WR254,908
722,Case Keenum,HOU,14,36,QB,QB99,916
723,Devin Culp,TB,11,24,TE,TE130,922
724,Casey Washington,ATL,12,23,WR,WR255,923
725,Tejhaun Palmer,ARI,11,24,WR,WR256,924
726,Tip Reiman,ARI,11,22,TE,TE131,925
727,Ellis Merriweather,GB,10,25,RB,RB170,928
728,Nate Adkins,DEN,14,24,TE,TE132,932
729,Travis Vokolek,ARI,11,25,TE,TE133,933
730,Julian Hill,MIA,6,23,TE,TE134,935
731,Brady Russell,SEA,10,25,TE,TE135,938
732,Joseph Ngata,PHI,5,23,WR,WR257,939
733,Malik Heath,GB,10,24,WR,WR258,941
734,Henry Pearson,GB,10,24,FB,RB171,942
735,Dresser Winn,LAR,6,25,QB,QB100,943
736,Elijah Cooks,JAX,12,25,WR,WR259,945
737,Ben Sims,GB,10,24,TE,TE136,950
738,Mitchell Tinsley,WAS,14,24,WR,WR260,951
739,Antoine Green,DET,5,24,WR,WR261,952
740,Colton Dowell,TEN,5,25,WR,WR262,953
741,Dorian Thompson-Robinson,CLE,10,24,QB,QB101,954
742,Stetson Bennett,LAR,6,26,QB,QB102,955
743,Jake Haener,NO,12,25,QB,QB103,957
