Rank,Name,Team,Position,Week,Opponent,PassingCompletions,PassingAttempts,PassingYards,PassingTouchdowns,PassingInterceptions,RushingAttempts,RushingYards,RushingTouchdowns,ReceivingTargets,Receptions,ReceivingYards,ReceivingTouchdowns,FantasyPointsPerGamePPR,FantasyPointsPPR
771,Chris Olave,NO,WR,12,ATL,0,0,0,0,0,0.02,0.1,0,7.2,5.2,66.7,0.4,14.3,14.28
775,Kenneth Walker III,SEA,RB,8,CLE,0,0,0,0,0,18,73.9,0.6,2.7,1.9,9.8,0.1,14.3,14.27
776,Isiah Pacheco,KC,RB,16,LV,0,0,0,0,0,14.8,65.8,0.5,3.1,2.5,17.8,0.1,14.3,14.26
776,Josh Jacobs,LV,RB,9,NYG,0,0,0,0,0,17.2,62.7,0.5,3.5,2.8,17.9,0.1,14.3,14.26
776,Garrett Wilson,NYJ,WR,10,LV,0,0,0,0,0,0.4,1.4,0,7.5,5.3,66.2,0.4,14.3,14.26
779,Gardner Minshew II,IND,QB,15,PIT,21,33.6,230,1.2,0.7,2.8,10.5,0.2,0,0,0,0,14.2,14.25
779,Jonathan Taylor,IND,RB,8,NO,0,0,0,0,0,15.2,66.1,0.5,3.6,2.7,15.4,0.1,14.2,14.25
779,Mark Andrews,BAL,TE,11,CIN,0,0,0,0,0,0.02,0.1,0,6.7,5.2,60.4,0.5,14.2,14.25
782,Jonathan Taylor,IND,RB,9,CAR,0,0,0,0,0,14.5,68.5,0.5,3.1,2.3,16.9,0.1,14.2,14.24
782,Breece Hall,NYJ,RB,11,BUF,0,0,0,0,0,15.3,65.7,0.5,3.4,2.6,16.7,0.1,14.2,14.24
784,Isiah Pacheco,KC,RB,17,CIN,0,0,0,0,0,15.3,66.9,0.5,2.9,2.4,17.4,0.1,14.2,14.23
785,Zack Moss,IND,RB,4,LAR,0,0,0,0,0,18.1,73,0.5,3,2.3,12.2,0.1,14.2,14.22
785,Joe Mixon,CIN,RB,16,PIT,0,0,0,0,0,14.8,59.9,0.5,3.4,2.8,20.3,0.1,14.2,14.22
785,Bijan Robinson,ATL,RB,12,NO,0,0,0,0,0,14,58.1,0.4,4.2,3,20.1,0.2,14.2,14.22
785,De'Von Achane,MIA,RB,18,BUF,0,0,0,0,0,12.6,55.4,0.4,4.2,3.3,25.8,0.1,14.2,14.22
789,Joshua Dobbs,ARI,QB,6,LAR,20.3,33,206.2,1.2,0.7,4.3,19.6,0.2,0,0,0,0,14.2,14.21
789,Raheem Mostert,MIA,RB,16,DAL,0,0,0,0,0,13.7,67.8,0.7,1.9,1.6,12.3,0.1,14.2,14.21
789,Rhamondre Stevenson,NE,RB,1,PHI,0,0,0,0,0,14.3,63.6,0.4,4.2,3.3,17.5,0.1,14.2,14.21
792,Nick Mullens,MIN,QB,15,CIN,21.5,33.9,242.9,1.3,0.9,1.7,6.8,0.1,0,0,0,0,14.2,14.2
792,Baker Mayfield,TB,QB,7,ATL,21.1,34.1,218.2,1.4,0.8,3.9,12.7,0.1,0,0,0,0,14.2,14.2
792,Joe Mixon,CIN,RB,6,SEA,0,0,0,0,0,17.5,67.2,0.5,3.4,2.6,14.8,0.1,14.2,14.2
792,DK Metcalf,SEA,WR,16,TEN,0,0,0,0,0,0.1,0.3,0,7.4,4.6,65.7,0.5,14.2,14.2
792,Michael Pittman Jr.,IND,WR,3,BAL,0,0,0,0,0,0.3,1.2,0,8.5,5.8,60.8,0.4,14.2,14.2
797,Russell Wilson,DEN,QB,8,KC,18.6,30.1,200.1,1.3,0.7,4.1,21.9,0.1,0,0,0,0,14.2,14.19
797,Jordan Love,GB,QB,9,LAR,18.2,30.3,206.4,1.3,1,3.7,17.3,0.2,0,0,0,0,14.2,14.19
797,Ryan Tannehill,TEN,QB,2,LAC,18.2,28.7,214,1.3,0.8,3,12.3,0.2,0,0,0,0,14.2,14.19
797,DeVonta Smith,PHI,WR,17,ARI,0,0,0,0,0,0.02,0.1,0,6.9,5.1,66.8,0.4,14.2,14.19
801,Derek Carr,NO,QB,13,DET,21.9,33.7,240.7,1.4,0.7,1.6,5.5,0,0,0,0,0,14.2,14.18
801,Kenneth Walker III,SEA,RB,3,CAR,0,0,0,0,0,16,71.2,0.6,2.7,1.9,9.6,0.1,14.2,14.18
801,Joe Mixon,CIN,RB,15,MIN,0,0,0,0,0,15.7,62.6,0.5,3,2.6,19.2,0.1,14.2,14.18
801,T.J. Hockenson,MIN,TE,6,CHI,0,0,0,0,0,0,0,0,7.8,5.9,58.8,0.4,14.2,14.18
805,Josh Jacobs,LV,RB,11,MIA,0,0,0,0,0,17.4,69.7,0.4,3.7,2.7,17,0.1,14.2,14.17
805,Chris Olave,NO,WR,6,HOU,0,0,0,0,0,0.02,0.1,0,7.2,5,67.6,0.4,14.2,14.17
807,Matthew Stafford,LAR,QB,8,DAL,21.1,34,251,1.4,0.9,1.5,5.2,0,0,0,0,0,14.2,14.16
807,Gardner Minshew II,IND,QB,13,TEN,20.8,32.5,229,1.2,0.8,2.8,10,0.2,0,0,0,0,14.2,14.16
807,Adam Thielen,CAR,WR,6,MIA,0,0,0,0,0,0.05,0.2,0,7.9,5.8,61.4,0.4,14.2,14.16
810,Bryce Young,CAR,QB,9,IND,21.5,34.3,224.5,1.4,0.8,2.2,9.7,0.1,0,0,0,0,14.2,14.15
810,Tony Pollard,DAL,RB,16,MIA,0,0,0,0,0,13.7,57.7,0.4,4.1,3.3,22.8,0.1,14.2,14.15
810,Mike Williams,LAC,WR,2,TEN,0,0,0,0,0,0.1,0.4,0,6.6,4.6,67.1,0.5,14.2,14.15
810,Jaylen Waddle,MIA,WR,12,NYJ,0,0,0,0,0,0.3,1.5,0,6.6,4.9,67,0.4,14.2,14.15
814,Baker Mayfield,TB,QB,14,ATL,20.8,32.6,224.7,1.3,0.8,3.7,13.5,0.1,0,0,0,0,14.1,14.14
814,D'Andre Swift,PHI,RB,9,DAL,0,0,0,0,0,15.3,64.2,0.5,3.2,2.7,16.2,0.1,14.1,14.14
814,Travis Etienne Jr.,JAX,RB,5,BUF,0,0,0,0,0,16.6,70.6,0.4,3.7,2.7,15.8,0.1,14.1,14.14
814,Rhamondre Stevenson,NE,RB,13,LAC,0,0,0,0,0,14.4,62,0.4,4.5,3.3,18.4,0.1,14.1,14.14
814,Terry McLaurin,WAS,WR,11,NYG,0,0,0,0,0,0.2,0.7,0,6.9,5,66.7,0.4,14.1,14.14
814,Garrett Wilson,NYJ,WR,5,DEN,0,0,0,0,0,0.2,0.8,0,7.6,5.2,64.6,0.4,14.1,14.14
820,C.J. Stroud,HOU,QB,3,JAX,22.2,36.1,243.5,1.2,0.9,3.2,11.9,0.1,0,0,0,0,14.1,14.13
820,DK Metcalf,SEA,WR,10,WAS,0,0,0,0,0,0.1,0.4,0,6.3,4.6,64.9,0.5,14.1,14.13
822,Jimmy Garoppolo,LV,QB,3,PIT,20.6,31.1,234.5,1.4,0.9,2.2,5.4,0.1,0,0,0,0,14.1,14.12
822,Isiah Pacheco,KC,RB,8,DEN,0,0,0,0,0,15.8,69.6,0.5,3.3,2.5,12.6,0.1,14.1,14.12
822,Jaylen Waddle,MIA,WR,1,LAC,0,0,0,0,0,0.4,2.1,0,6.6,4.7,70.1,0.4,14.1,14.12
825,Saquon Barkley,NYG,RB,16,PHI,0,0,0,0,0,16.4,63.8,0.4,4,2.9,20.3,0.1,14.1,14.11
825,Aaron Jones,GB,RB,4,DET,0,0,0,0,0,12.4,55.9,0.4,4.1,3.1,20.2,0.2,14.1,14.11
827,Geno Smith,SEA,QB,13,DAL,20.8,32.8,228.6,1.3,0.9,2.8,11.6,0.1,0,0,0,0,14.1,14.1
827,Josh Jacobs,LV,RB,8,DET,0,0,0,0,0,17,64.1,0.4,4.3,3.2,16.9,0.1,14.1,14.1
827,Chris Olave,NO,WR,1,TEN,0,0,0,0,0,0.1,0.1,0,7.4,4.9,69.9,0.4,14.1,14.1
830,Saquon Barkley,NYG,RB,14,GB,0,0,0,0,0,18.1,71.9,0.3,4.1,3,17,0.1,14.1,14.09
830,Brandon Aiyuk,SF,WR,16,BAL,0,0,0,0,0,0.2,1,0,6.5,4.6,69.9,0.4,14.1,14.09
832,Geno Smith,SEA,QB,8,CLE,19.9,31.6,224.4,1.3,0.8,3.3,13,0.1,0,0,0,0,14.1,14.08
832,Jordan Love,GB,QB,1,CHI,19.6,31.5,216.5,1.3,0.8,3.6,14.2,0.1,0,0,0,0,14.1,14.08
832,Garrett Wilson,NYJ,WR,16,WAS,0,0,0,0,0,0.3,1.4,0,8.5,5.2,63.4,0.4,14.1,14.08
832,DeAndre Hopkins,TEN,WR,5,IND,0,0,0,0,0,0,0,0,7.1,5.3,63.8,0.4,14.1,14.08
836,Kenny Pickett,PIT,QB,2,CLE,19.7,32.5,209.8,1.2,0.9,3.7,16.8,0.2,0,0,0,0,14.1,14.07
836,D'Andre Swift,PHI,RB,11,KC,0,0,0,0,0,15.2,67.4,0.4,3.6,2.9,16.3,0.1,14.1,14.07
838,T.J. Hockenson,MIN,TE,3,LAC,0,0,0,0,0,0,0,0,6.9,5.5,55.6,0.5,14.1,14.06
839,Joe Mixon,CIN,RB,4,TEN,0,0,0,0,0,16.1,55.9,0.4,4.4,3.4,20.6,0.1,14,14.05
839,Chris Olave,NO,WR,7,JAX,0,0,0,0,0,0.02,0.1,0,7.2,4.9,67.4,0.4,14,14.05
841,Ryan Tannehill,TEN,QB,5,IND,19.2,28.1,219.5,1.2,0.8,2.8,10.6,0.2,0,0,0,0,14,14.04
841,Bryce Young,CAR,QB,4,MIN,20.5,32.7,215.1,1.3,0.8,3.5,14.4,0.1,0,0,0,0,14,14.04
841,Rhamondre Stevenson,NE,RB,2,MIA,0,0,0,0,0,13.5,59.9,0.4,4,3.3,19.5,0.1,14,14.04
844,Gardner Minshew II,IND,QB,16,ATL,21.1,33,228.7,1.3,0.7,2.6,8.8,0.1,0,0,0,0,14,14.03
845,Geno Smith,SEA,QB,12,SF,21.4,33.9,230,1.3,0.8,2.7,10.2,0.1,0,0,0,0,14,14.02
845,DeVonta Smith,PHI,WR,12,BUF,0,0,0,0,0,0.02,0.1,0,6.6,5,66.1,0.4,14,14.02
847,Joshua Dobbs,MIN,QB,10,NO,20.9,33.7,203,1.2,0.9,5.2,24.9,0.2,0,0,0,0,14,14.01
847,Travis Etienne Jr.,JAX,RB,1,IND,0,0,0,0,0,14.1,68.4,0.5,3.1,2.3,14.7,0.1,14,14.01
847,DeVonta Smith,PHI,WR,16,NYG,0,0,0,0,0,0.02,0.1,0,7.2,5,66,0.4,14,14.01
850,DK Metcalf,SEA,WR,17,PIT,0,0,0,0,0,0.1,0.4,0,7.1,4.5,64.6,0.5,14,14
850,Jaylen Waddle,MIA,WR,5,NYG,0,0,0,0,0,0.3,1.6,0,6.3,4.6,70.4,0.4,14,14
852,Mark Andrews,BAL,TE,3,IND,0,0,0,0,0,0.07,0.3,0,6.6,5.1,58.6,0.5,14,13.99
853,Kyren Williams,LAR,RB,12,ARI,0,0,0,0,0,15.3,66,0.4,3.8,2.7,16.8,0.1,14,13.98
853,Travis Etienne Jr.,JAX,RB,2,KC,0,0,0,0,0,13.8,67.4,0.4,3.7,2.8,16.4,0.1,14,13.98
853,Amari Cooper,CLE,WR,9,ARI,0,0,0,0,0,0,0,0,7,4.8,67.8,0.4,14,13.98
856,De'Von Achane,MIA,RB,17,BAL,0,0,0,0,0,14.1,60.6,0.3,4.4,3.2,25.1,0.1,14,13.97
856,Austin Ekeler,LAC,RB,18,KC,0,0,0,0,0,13.1,54.2,0.4,4.8,3.3,24.5,0.1,14,13.97
856,Tony Pollard,DAL,RB,9,PHI,0,0,0,0,0,13.6,54.9,0.4,4.2,3.4,22.8,0.1,14,13.97
859,Zack Moss,IND,RB,13,TEN,0,0,0,0,0,18.8,74,0.5,2.8,1.9,12.6,0.1,14,13.96
859,Joe Mixon,CIN,RB,9,BUF,0,0,0,0,0,15.8,61.4,0.5,3.2,2.7,17.2,0.1,14,13.96
861,Tyrod Taylor,NYG,QB,17,LAR,18.7,29.2,197.3,1,0.7,5.2,24.6,0.2,0,0,0,0,14,13.95
861,Nico Collins,HOU,WR,12,JAX,0,0,0,0,0,0,0,0,6.7,4.8,67.5,0.4,14,13.95
863,Joshua Dobbs,ARI,QB,7,SEA,20.5,33.3,210,1,0.8,5.3,25.4,0.2,0,0,0,0,13.9,13.94
863,Isiah Pacheco,KC,RB,7,LAC,0,0,0,0,0,15.1,68.8,0.5,3,2.3,13.6,0.1,13.9,13.94
863,Brandon Aiyuk,SF,WR,5,DAL,0,0,0,0,0,0.3,1.4,0,6.6,4.8,68,0.4,13.9,13.94
863,Tee Higgins,CIN,WR,4,TEN,0,0,0,0,0,0.1,0.1,0,7.2,5,67.3,0.4,13.9,13.94
863,Calvin Ridley,JAX,WR,16,TB,0,0,0,0,0,0.2,1,0,9.6,5.1,63.4,0.4,13.9,13.94
868,Kyren Williams,LAR,RB,5,PHI,0,0,0,0,0,15.2,58,0.5,4,2.9,16.3,0.1,13.9,13.93
868,Rachaad White,TB,RB,10,TEN,0,0,0,0,0,14.3,54,0.4,4.6,3.6,21.3,0.1,13.9,13.93
870,DeVonta Smith,PHI,WR,15,SEA,0,0,0,0,0,0.02,0.1,0,7,5,65.1,0.4,13.9,13.92
871,DK Metcalf,SEA,WR,6,CIN,0,0,0,0,0,0.1,0.4,0,6.7,4.9,65.7,0.4,13.9,13.91
872,Raheem Mostert,MIA,RB,4,BUF,0,0,0,0,0,11.9,63.2,0.5,3.3,2.7,14.7,0.1,13.9,13.89
872,Mike Evans,TB,WR,8,BUF,0,0,0,0,0,0.02,0.1,0,7,4.8,66.8,0.4,13.9,13.89
872,DeVonta Smith,PHI,WR,1,NE,0,0,0,0,0,0.1,0.2,0,6.9,5.1,65.7,0.4,13.9,13.89
875,Kenneth Walker III,SEA,RB,6,CIN,0,0,0,0,0,16.4,69.9,0.6,2.4,1.8,10.9,0.1,13.9,13.88
876,Baker Mayfield,TB,QB,15,GB,20.1,32.5,218.8,1.3,0.8,3.6,13.2,0.1,0,0,0,0,13.9,13.87
877,Kenny Pickett,PIT,QB,13,ARI,18.8,29.3,203.6,1.2,0.6,3.1,11.2,0.2,0,0,0,0,13.9,13.86
877,Cooper Kupp,LAR,WR,13,CLE,0,0,0,0,0,0.2,0.9,0,6.5,5,63.7,0.4,13.9,13.86
879,Deebo Samuel Sr.,SF,WR,11,TB,0,0,0,0,0,2.7,14.9,0.2,5.5,4.1,54.6,0.3,13.8,13.85
879,DK Metcalf,SEA,WR,4,NYG,0,0,0,0,0,0.1,0.5,0,6.9,5,66,0.4,13.8,13.85
881,Daniel Jones,NYG,QB,9,LV,18.7,29.4,185,0.9,0.7,6.7,34.4,0.2,0,0,0,0,13.8,13.84
881,Derek Carr,NO,QB,7,JAX,21.6,33.7,230.6,1.3,0.7,1.5,4.2,0.1,0,0,0,0,13.8,13.84
881,James Conner,ARI,RB,2,NYG,0,0,0,0,0,15.7,64,0.4,4,3,16.4,0.1,13.8,13.84
881,Christian Kirk,JAX,WR,7,NO,0,0,0,0,0,0.2,1.1,0,7,5.1,62.3,0.4,13.8,13.84
885,Jimmy Garoppolo,LV,QB,1,DEN,21.3,33.1,237.7,1.4,0.9,1.3,3.2,0.1,0,0,0,0,13.8,13.83
885,Nico Collins,HOU,WR,8,CAR,0,0,0,0,0,0,0,0,6.5,4.7,67.3,0.4,13.8,13.83
887,Tee Higgins,CIN,WR,2,BAL,0,0,0,0,0,0.1,0.2,0,7.2,4.9,67,0.4,13.8,13.82
887,Mark Andrews,BAL,TE,9,SEA,0,0,0,0,0,0.02,0.1,0,6.5,5,58.1,0.5,13.8,13.82
887,Christian Kirk,JAX,WR,8,PIT,0,0,0,0,0,0.2,1.1,0,6.6,5.1,64.1,0.4,13.8,13.82
890,Chris Olave,NO,WR,10,MIN,0,0,0,0,0,0.02,0.1,0,7,5,64,0.4,13.8,13.81
891,D'Andre Swift,PHI,RB,6,NYJ,0,0,0,0,0,14.7,68.6,0.4,3.4,2.7,14.4,0.1,13.8,13.8
891,DJ Moore,CHI,WR,11,DET,0,0,0,0,0,0.4,1.7,0,6.9,4.6,68.3,0.4,13.8,13.8
893,Kenneth Walker III,SEA,RB,2,DET,0,0,0,0,0,15.1,69.5,0.5,3,2.2,10.4,0.1,13.8,13.79
893,Mike Evans,TB,WR,6,DET,0,0,0,0,0,0.02,0.1,0,6.7,4.7,66.8,0.4,13.8,13.79
895,Courtland Sutton,DEN,WR,15,DET,0,0,0,0,0,0,0,0,6.4,4.2,59.8,0.6,13.8,13.78
896,Tyler Lockett,SEA,WR,7,ARI,0,0,0,0,0,0.05,0.2,0,6.1,4.8,59.5,0.5,13.8,13.77
896,Jordan Addison,MIN,WR,8,GB,0,0,0,0,0,0.1,1.1,0,6.9,4.9,65.6,0.4,13.8,13.77
896,Davante Adams,LV,WR,10,NYJ,0,0,0,0,0,0.02,0.1,0,7.3,5.3,60.6,0.4,13.8,13.77
899,Gardner Minshew II,IND,QB,10,NE,20.5,32.4,223.2,1.3,0.7,2.7,10.3,0.1,0,0,0,0,13.8,13.76
899,Breece Hall,NYJ,RB,12,MIA,0,0,0,0,0,15.8,63,0.4,3.6,2.8,18.6,0.1,13.8,13.76
899,Tee Higgins,CIN,WR,3,LAR,0,0,0,0,0,0.1,0.2,0,7.1,4.9,66.4,0.4,13.8,13.76
899,Marquise Brown,ARI,WR,10,ATL,0,0,0,0,0,0.1,0.8,0,7.6,5.2,60.8,0.4,13.8,13.76
899,Jakobi Meyers,LV,WR,8,DET,0,0,0,0,0,0.07,0.3,0,7.4,5.3,62.3,0.4,13.8,13.76
904,Mike Evans,TB,WR,11,SF,0,0,0,0,0,0.02,0.1,0,6.7,4.6,67.3,0.4,13.7,13.74
904,DK Metcalf,SEA,WR,1,LAR,0,0,0,0,0,0.1,0.6,0,7,5.1,63.8,0.4,13.7,13.74
906,Mac Jones,NE,QB,9,WAS,20.8,30.9,218.4,1.4,0.8,2.3,7.9,0.1,0,0,0,0,13.7,13.73
906,Jordan Love,GB,QB,13,KC,19.2,31.9,213.6,1.3,0.9,3.3,15.9,0.1,0,0,0,0,13.7,13.73
906,James Conner,ARI,RB,11,HOU,0,0,0,0,0,16.5,68.5,0.5,2.7,2.1,13.8,0.1,13.7,13.73
906,Amari Cooper,CLE,WR,3,TEN,0,0,0,0,0,0,0,0,7.3,5,65.3,0.4,13.7,13.73
910,Jarrett Stidham,DEN,QB,17,LAC,18.7,29.3,204.8,1.2,0.9,3.6,17.3,0.2,0,0,0,0,13.7,13.72
910,Baker Mayfield,TB,QB,9,HOU,21.3,33.8,222.7,1.2,0.8,3.9,14.1,0.1,0,0,0,0,13.7,13.72
912,Matthew Stafford,LAR,QB,13,CLE,19.4,31.9,219.2,1.4,0.8,1.7,5.4,0.1,0,0,0,0,13.7,13.71
912,Marquise Brown,ARI,WR,6,LAR,0,0,0,0,0,0.1,0.8,0,7.6,5.1,61.3,0.4,13.7,13.71
912,Michael Pittman Jr.,IND,WR,6,JAX,0,0,0,0,0,0.2,0.8,0,7.8,5.8,60.3,0.3,13.7,13.71
915,Mark Andrews,BAL,TE,5,PIT,0,0,0,0,0,0,0,0,6.6,4.9,58,0.5,13.7,13.7
916,Geno Smith,SEA,QB,9,BAL,20.5,32.3,222.8,1.3,0.9,3,11.8,0.1,0,0,0,0,13.7,13.69
916,Kenneth Walker III,SEA,RB,1,LAR,0,0,0,0,0,14.6,69.8,0.6,2.5,1.6,9.1,0.1,13.7,13.69
916,Rhamondre Stevenson,NE,RB,3,NYJ,0,0,0,0,0,14.6,59.7,0.4,3.8,3.1,18.2,0.1,13.7,13.69
916,Ezekiel Elliott,NE,RB,18,NYJ,0,0,0,0,0,15.9,54.9,0.3,4.5,3.4,20,0.2,13.7,13.69
916,DeVonta Smith,PHI,WR,7,MIA,0,0,0,0,0,0.02,0.1,0,6.6,5,62.8,0.4,13.7,13.69
916,Chris Godwin,TB,WR,1,MIN,0,0,0,0,0,0.1,0.8,0,8.2,5.7,63.1,0.3,13.7,13.69
922,Bryce Young,CAR,QB,1,ATL,19.1,30.8,213.2,1.2,0.8,3.4,15.5,0.1,0,0,0,0,13.7,13.68
922,Derrick Henry,TEN,RB,9,PIT,0,0,0,0,0,17.1,73.2,0.5,2.3,1.7,12.6,0.1,13.7,13.68
922,Travis Etienne Jr.,JAX,RB,14,CLE,0,0,0,0,0,15.5,63.7,0.4,3.7,2.8,17.1,0.1,13.7,13.68
922,Mark Andrews,BAL,TE,7,DET,0,0,0,0,0,0,0,0,6.8,4.9,57.8,0.5,13.7,13.68
926,Russell Wilson,DEN,QB,12,CLE,17.7,28.4,189.2,1.2,0.6,4.3,21,0.1,0,0,0,0,13.7,13.67
926,Brandon Aiyuk,SF,WR,2,LAR,0,0,0,0,0,0.4,1.8,0,6.3,4.6,60.9,0.5,13.7,13.67
928,DK Metcalf,SEA,WR,2,DET,0,0,0,0,0,0.1,0.5,0,7.1,5,64.1,0.4,13.7,13.66
929,Sam Howell,WAS,QB,18,DAL,21.3,34.3,222.5,1.1,1.1,3.1,15.5,0.2,0,0,0,0,13.6,13.65
929,Tommy Devito,NYG,QB,16,PHI,19,28.6,194.1,1,0.7,5.6,24.9,0.2,0,0,0,0,13.6,13.65
929,Derrick Henry,TEN,RB,10,TB,0,0,0,0,0,17,71.9,0.5,2.6,1.9,11.6,0.1,13.6,13.65
929,Garrett Wilson,NYJ,WR,17,CLE,0,0,0,0,0,0.3,1.6,0,10.4,5.6,60.9,0.3,13.6,13.65
933,Jahmyr Gibbs,DET,RB,14,CHI,0,0,0,0,0,10.2,43.9,0.3,5.2,4.1,23.5,0.2,13.6,13.64
934,D'Andre Swift,PHI,RB,17,ARI,0,0,0,0,0,15.2,67.4,0.5,2.5,2,14.9,0.1,13.6,13.63
934,Javonte Williams,DEN,RB,15,DET,0,0,0,0,0,14.7,61.5,0.4,3.1,2.7,19.8,0.1,13.6,13.63
934,Deebo Samuel Sr.,SF,WR,5,DAL,0,0,0,0,0,2.68,12.9,0.1,5.7,4.3,58.4,0.3,13.6,13.63
934,George Kittle,SF,TE,15,ARI,0,0,0,0,0,0.02,0.1,0,5.3,4.6,60.2,0.5,13.6,13.63
934,DeAndre Hopkins,TEN,WR,18,JAX,0,0,0,0,0,0.07,0.3,0,8.3,4.8,64,0.4,13.6,13.63
934,Calvin Ridley,JAX,WR,1,IND,0,0,0,0,0,0.1,0.2,0,7.3,5.1,63.1,0.4,13.6,13.63
940,Gardner Minshew II,IND,QB,3,BAL,20.8,32.6,220.1,1.2,0.8,3.7,14.1,0.1,0,0,0,0,13.6,13.61
940,Saquon Barkley,NYG,RB,10,DAL,0,0,0,0,0,18.4,66.4,0.3,4.2,3.1,16.7,0.1,13.6,13.61
940,Chris Olave,NO,WR,8,IND,0,0,0,0,0,0.02,0.1,0,7.4,5.1,67,0.3,13.6,13.61
940,Garrett Wilson,NYJ,WR,15,MIA,0,0,0,0,0,0.3,1.6,0,9.3,5.3,63.5,0.3,13.6,13.61
944,Mac Jones,NE,QB,10,IND,21.1,32.3,218.2,1.3,0.8,2.5,8.7,0.1,0,0,0,0,13.6,13.6
944,Austin Ekeler,LAC,RB,14,DEN,0,0,0,0,0,11.6,44.5,0.4,4.8,3.6,21.5,0.2,13.6,13.6
946,Jimmy Garoppolo,LV,QB,8,DET,21.5,34.1,242.1,1.3,1,2,5.1,0.1,0,0,0,0,13.6,13.59
946,Matthew Stafford,LAR,QB,2,SF,21.3,33.3,234.2,1.3,0.9,1.4,4.2,0.1,0,0,0,0,13.6,13.59
946,Mike Evans,TB,WR,3,PHI,0,0,0,0,0,0.1,0.2,0,7.2,4.6,67.7,0.4,13.6,13.59
946,DK Metcalf,SEA,WR,11,LAR,0,0,0,0,0,0.1,0.4,0,6.5,4.7,64.5,0.4,13.6,13.59
946,Nico Collins,HOU,WR,13,DEN,0,0,0,0,0,0,0,0,6.5,4.7,64.9,0.4,13.6,13.59
951,Derrick Henry,TEN,RB,12,CAR,0,0,0,0,0,17,74.7,0.5,2.3,1.7,10.1,0.1,13.6,13.58
951,Mark Andrews,BAL,TE,6,TEN,0,0,0,0,0,0,0,0,7,4.8,57.8,0.5,13.6,13.58
953,Gardner Minshew II,IND,QB,9,CAR,20.4,33,225.3,1.3,0.8,2.6,9.6,0.1,0,0,0,0,13.6,13.57
953,Antonio Gibson,WAS,RB,15,LAR,0,0,0,0,0,10.6,45.3,0.3,4.7,3.7,31.4,0.1,13.6,13.57
953,Tyler Lockett,SEA,WR,1,LAR,0,0,0,0,0,0.1,0.2,0,6.1,4.7,60.5,0.5,13.6,13.57
953,DeAndre Hopkins,TEN,WR,15,HOU,0,0,0,0,0,0.1,0.7,0,7.1,4.7,64,0.4,13.6,13.57
953,Trey McBride,ARI,TE,16,CHI,0,0,0,0,0,0,0,0,7.5,5.7,60.7,0.3,13.6,13.57
958,Derek Carr,NO,QB,16,LAR,22.1,32.9,237.6,1.3,0.7,1.5,4.6,0,0,0,0,0,13.6,13.56
958,Christian Kirk,JAX,WR,10,SF,0,0,0,0,0,0.2,0.7,0,6.5,5.1,61.9,0.4,13.6,13.56
960,Zach Wilson,NYJ,QB,5,DEN,19.8,32.5,212.4,1.2,0.8,3.1,14.5,0.1,0,0,0,0,13.6,13.55
960,Derek Carr,NO,QB,14,CAR,20.2,31.9,221.2,1.3,0.7,1.6,5,0.1,0,0,0,0,13.6,13.55
960,Derrick Henry,TEN,RB,15,HOU,0,0,0,0,0,16.2,67.1,0.6,1.9,1.6,12.4,0.1,13.6,13.55
960,Aaron Jones,GB,RB,16,CAR,0,0,0,0,0,12,53.8,0.4,4,3,23.7,0.1,13.6,13.55
960,Rhamondre Stevenson,NE,RB,12,NYG,0,0,0,0,0,13.6,58,0.4,4.3,3.1,18.5,0.1,13.6,13.55
960,Tee Higgins,CIN,WR,1,CLE,0,0,0,0,0,0.1,0.2,0,6.7,4.8,65.3,0.4,13.6,13.55
960,Chris Olave,NO,WR,5,NE,0,0,0,0,0,0.02,0.1,0,7.4,5.1,68.4,0.3,13.6,13.55
967,Mac Jones,NE,QB,1,PHI,20.4,31.2,217.4,1.3,0.8,2.5,8.4,0.1,0,0,0,0,13.5,13.54
967,Joe Flacco,CLE,QB,16,HOU,22.9,38.1,253.4,1.3,0.9,1.6,4,0,0,0,0,0,13.5,13.54
967,Deebo Samuel Sr.,SF,WR,2,LAR,0,0,0,0,0,2.6,12.1,0.1,6,4.4,57.3,0.3,13.5,13.54
970,Will Levis,TEN,QB,10,TB,18.7,30.1,223.4,1.2,0.8,3.2,11.9,0.1,0,0,0,0,13.5,13.53
970,Tyler Lockett,SEA,WR,10,WAS,0,0,0,0,0,0.1,0.2,0,6.1,4.8,57.1,0.5,13.5,13.53
972,Bijan Robinson,ATL,RB,10,ARI,0,0,0,0,0,12.4,59.8,0.3,4.3,3,17.4,0.2,13.5,13.52
972,Aaron Jones,GB,RB,10,PIT,0,0,0,0,0,13.6,57,0.4,4.1,3.1,19.2,0.1,13.5,13.52
972,Mike Williams,LAC,WR,3,MIN,0,0,0,0,0,0.1,0.5,0,6.6,4.6,66.7,0.4,13.5,13.52
972,Mike Evans,TB,WR,7,ATL,0,0,0,0,0,0.02,0.1,0,6.8,4.7,64.1,0.4,13.5,13.52
976,Easton Stick,LAC,QB,17,DEN,20.6,33.2,221.9,1.1,0.8,3.4,14.3,0.1,0,0,0,0,13.5,13.51
976,James Conner,ARI,RB,5,CIN,0,0,0,0,0,16.6,68.3,0.5,2.9,2.1,11.8,0.1,13.5,13.51
976,Jordan Addison,MIN,WR,6,CHI,0,0,0,0,0,0.2,1.3,0,7,4.9,62.8,0.4,13.5,13.51
